team_name,category,model,livery,championship_names,livery_id,model_folder
Kinetix European Racing,LES_2025,Ligier JS2 R,Ligier JS2 R #11,Ligier European Series,62,ligier_js2r
Kinetix European Racing,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #54,"European Le Mans Series, Michelin Le Mans Cup",56,ginetta_g58_gen2
Lemanic Motorsport,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #55,Michelin Le Mans Cup,52,metalmoro_ajr_gen2
Lemanic Motorsport,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #232,Michelin Le Mans Cup,54,metalmoro_ajr_gen2
Lemanic Motorsport,LES_2025,Ligier JS2 R,Ligier JS2 R #121,Ligier European Series,74,ligier_js2r
Lemanic Motorsport,LES_2025,Ligier JS2 R,Ligier JS2 R #132,Ligier European Series,75,ligier_js2r
Lemanic Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #38,Ginetta Junior Championship Europe,63,ginetta_g40_cup
Lemanic Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #42,Ginetta Junior Championship Europe,64,ginetta_g40_cup
Lemanic Motorsport,P4,MCR S2000,MCR S2000 #17,Radical Cup Europe,64,mcr2000
Lemanic Motorsport,P4,MCR S2000,MCR S2000 #18,Radical Cup Europe,65,mcr2000
Lemanic Motorsport,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #2,GT Revival Series,51,corvette_c5r
Lemanic Motorsport,GT1_05,Chevrolet Corvette C5-R,Chevrolet Corvette C5-R #5,GT Revival Series,52,corvette_c5r
Liberty Motorsports,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #42,British GT Championship,55,aston_martin_vantage_gt3_evo
Liberty Motorsports,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #73,British GT Championship,56,aston_martin_vantage_gt3_evo
Liberty Motorsports,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #33,"IMSA Michelin Pilot Challenge, Mini Challenge",66,mini_cooper
Liberty Motorsports,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #38,"IMSA Michelin Pilot Challenge, Mini Challenge",67,mini_cooper
Liberty Motorsports,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #92,"Ginetta Junior Championship UK, Ginetta Junior Championship North America, Ginetta Junior Championship Europe",73,ginetta_g40_cup
Liberty Motorsports,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #77,"Ginetta Junior Championship UK, Ginetta Junior Championship North America, Ginetta Junior Championship Europe",71,ginetta_g40_cup
Liberty Motorsports,GT1_05,Saleen S7-R GT1,Saleen S7-R GT1 #92,GT Revival Series,53,saleen_s7r_gt1
Liberty Motorsports,GT1_05,Saleen S7-R GT1,Saleen S7-R GT1 #93,GT Revival Series,54,saleen_s7r_gt1
Lone Star Aero-Sport,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #44,Lamborghini Super Trofeo North America,63,lamborghini_huracan_supertrofeo_evo2
Lone Star Aero-Sport,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #47,Lamborghini Super Trofeo North America,64,lamborghini_huracan_supertrofeo_evo2
Lone Star Aero-Sport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #34,Ginetta Junior Championship North America,62,ginetta_g40_cup
Lone Star Aero-Sport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #38,Ginetta Junior Championship North America,63,ginetta_g40_cup
Lone Star Aero-Sport,P4,MCR S2000,MCR S2000 #21,Radical Cup North America,67,mcr2000
Lone Star Aero-Sport,P4,MCR S2000,MCR S2000 #22,Radical Cup North America,68,mcr2000
Loomis-Vance Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #25,USF Juniors,75,formula_trainer_d
Loomis-Vance Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #26,USF Juniors,76,formula_trainer_d
Loomis-Vance Racing,F-Trainer,Formula Trainer,Formula Trainer #17,F1600,67,formula_trainer
Loomis-Vance Racing,F-Trainer,Formula Trainer,Formula Trainer #18,F1600,68,formula_trainer
Loomis-Vance Racing,F-Vee_Gen2,Formula Vee Gen2,Levi Simoes #44,Formula Vee North America,61,formula_vee_gen2
Loomis-Vance Racing,F-Vee_Gen2,Formula Vee Gen2,Lucas Veloso #999,Formula Vee North America,67,formula_vee_gen2
Luzern Precision Engineering,F-Inter,Formula Inter MG-15,F.Inter MG-15 #33,FRECA,66,formula_inter
Luzern Precision Engineering,F-Inter,Formula Inter MG-15,F.Inter MG-15 #36,FRECA,67,formula_inter
Luzern Precision Engineering,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #16,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",66,formula_trainer_d
Luzern Precision Engineering,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #17,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",67,formula_trainer_d
Luzern Precision Engineering,F-Trainer,Formula Trainer,Formula Trainer #19,National Formula Ford Championship,69,formula_trainer
Luzern Precision Engineering,F-Trainer,Formula Trainer,Formula Trainer #2,National Formula Ford Championship,52,formula_trainer
Luzern Precision Engineering,F-Vee_Gen2,Formula Vee Gen2,Guilherme Putnoki #7,"Formula Vee UK, Formula Vee Germany",55,formula_vee_gen2
Luzern Precision Engineering,F-Vee_Gen2,Formula Vee Gen2,Jackson Brito #3,"Formula Vee UK, Formula Vee Germany",53,formula_vee_gen2
Luzern Precision Engineering,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #04,Local Kart Rental Series,55,kart_gx390_rental
Luzern Precision Engineering,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #05,Local Kart Rental Series,56,kart_gx390_rental
Luzern Precision Engineering,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #25,125cc Kart Amateur Series,60,kart_01
Luzern Precision Engineering,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #3,125cc Kart Amateur Series,51,kart_01
Luzern Precision Engineering,SuperKart,Superkart 250cc,Superkart 250cc #98,Superkart Summer Series,69,superkart
Luzern Precision Engineering,SuperKart,Superkart 250cc,Superkart 250cc #29,Superkart Summer Series,59,superkart
Maranello Global Partners,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #7,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",53,lamborghini_huracan_supertrofeo_evo2
Maranello Global Partners,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #8,"Lamborghini Super Trofeo North America, Lamborghini Super Trofeo Europe",54,lamborghini_huracan_supertrofeo_evo2
Maranello Global Partners,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #01,GT4 European Series,51,ginetta_g55_gt4_2
Maranello Global Partners,GT4,Ginetta G55 GT4,Ginetta G55 GT4 #79,GT4 European Series,54,ginetta_g55_gt4_2
McLaren Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #25,"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, GT World Challenge Sprint",53,mclaren_720s_gt3_evo
McLaren Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #32,"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, GT World Challenge Sprint",54,mclaren_720s_gt3_evo
McLaren Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,McLean G.P. #22,Formula 1,63,formula_ultimate_2024
McLaren Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,McLean G.P. #32,Formula 1,64,formula_ultimate_2024
McLaren Racing,F-USA_Gen3,Lola B2K00 Ford-Cosworth,Lola B2K00 Ford-Cosworth #30,Indy NXT,54,cart_lola_b2k00_ford
McLaren Racing,F-USA_Gen3,Lola B2K00 Ford-Cosworth,Lola B2K00 Ford-Cosworth #6,Indy NXT,51,cart_lola_b2k00_ford
McLaren Racing,F-Reiza,Formula V8 Gen3,McLean G.P. #16,Formula 2,65,formula_reiza
McLaren Racing,F-Reiza,Formula V8 Gen3,McLean G.P. #17,Formula 2,66,formula_reiza
McLaren Racing,F-3,Dallara F309,HighSport Racing #84,"Formula 3, USF Pro 2000",66,f309
McLaren Racing,F-3,Dallara F309,Index Racing #3 - E.Lima Skin,"Formula 3, USF Pro 2000",51,f309
McLaren Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #03,NTT IndyCar,54,formula_usa_2023
McLaren Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #24,NTT IndyCar,73,formula_usa_2023
McLaren Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #08,NTT IndyCar,59,formula_usa_2023
McLaren Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #13,USF2000,61,formula_inter
McLaren Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #18,USF2000,62,formula_inter
McLaren Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #10,USF Juniors,60,formula_trainer_d
McLaren Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #11,USF Juniors,61,formula_trainer_d
Mercedes-AMG,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Starward G.P. #18,Formula 1,60,formula_ultimate_2024
Mercedes-AMG,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,Starward G.P. #9,Formula 1,59,formula_ultimate_2024
Mercedes-AMG,F-Reiza,Formula V8 Gen3,Starward G.P. #18,Formula 2,67,formula_reiza
Mercedes-AMG,F-Reiza,Formula V8 Gen3,Starward G.P. #19,Formula 2,68,formula_reiza
Mercedes-AMG,F-3,Dallara F309,Cesare Racing #5,Formula 3,52,f309
Mercedes-AMG,F-3,Dallara F309,Formula Sport #8,Formula 3,55,f309
Meridian Cup Racing,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #97,Mini Challenge,73,mini_cooper
Meridian Cup Racing,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #99,Mini Challenge,74,mini_cooper
Meridian Cup Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #53,Ginetta Junior Championship UK,67,ginetta_g40_cup
Meridian Cup Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #58,Ginetta Junior Championship UK,68,ginetta_g40_cup
Meridian Cup Racing,GT1_05,Dodge Viper GTS-R,Dodge Viper GTS-R #3,GT Revival Series,51,dodge_viper_gts_r
Meridian Cup Racing,GT1_05,Dodge Viper GTS-R,Dodge Viper GTS-R #9,GT Revival Series,52,dodge_viper_gts_r
Meyer Shank Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #51,NTT IndyCar,77,formula_usa_2023
Meyer Shank Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #21,NTT IndyCar,70,formula_usa_2023
Meyer Shank Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #22,NTT IndyCar,71,formula_usa_2023
Meyer Shank Racing,F-USA_Gen3,Lola B2K00 Mercedes-Benz,Lola B2K00 Mercedes-Benz #31,Indy NXT,53,cart_lola_b2k00_mercedes
Meyer Shank Racing,F-USA_Gen3,Lola B2K00 Mercedes-Benz,Lola B2K00 Mercedes-Benz #32,Indy NXT,54,cart_lola_b2k00_mercedes
Nexus Prototype Racing,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #78 (IMSA 2024),"Intercontinental GT Challenge, GT World Challenge America",54,lamborghini_huracan_gt3_evo2
Nexus Prototype Racing,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #19 (IMSA 2024),"Intercontinental GT Challenge, GT World Challenge America",51,lamborghini_huracan_gt3_evo2
Nexus Prototype Racing,LMDh,Lamborghini SC63,Lamborghini SC63 #63 (IMSA 2024),IMSA WeatherTech SportsCar Championship,51,lamborghini_sc63
Nexus Prototype Racing,LMDh,Lamborghini SC63,Lamborghini SC63 #64,IMSA WeatherTech SportsCar Championship,52,lamborghini_sc63
Nexus Prototype Racing,LMP2,Ligier JS P217,Ligier JS P217 #61,IMSA WeatherTech SportsCar Championship,58,ligier_js_p217
Nexus Prototype Racing,LMP2,Oreca 07,Oreca 07 #52 (IMSA 2024),IMSA WeatherTech SportsCar Championship,58,oreca_07
Nexus Prototype Racing,P1Gen2,Sigma P1 G5,Sigma P1 G5 #5,IMSA VP Racing SportsCar Challenge,52,sigma_p1_g5
Nexus Prototype Racing,P1Gen2,Sigma P1 G5,Sigma P1 G5 #85,IMSA VP Racing SportsCar Challenge,54,sigma_p1_g5
Nexus Prototype Racing,P4,MCR S2000,MCR S2000 #42 - S.de Boer Skin,Radical Cup North America,77,mcr2000
Nexus Prototype Racing,P4,MCR S2000,MCR S2000 #8,Radical Cup North America,56,mcr2000
Nordic Speed Academy,F-Inter,Formula Inter MG-15,F.Inter MG-15 #13,FRECA,61,formula_inter
Nordic Speed Academy,F-Inter,Formula Inter MG-15,F.Inter MG-15 #18,FRECA,62,formula_inter
Nordic Speed Academy,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #10,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",60,formula_trainer_d
Nordic Speed Academy,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #11,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",61,formula_trainer_d
Nordic Speed Academy,F-Trainer,Formula Trainer,Formula Trainer #13,National Formula Ford Championship,63,formula_trainer
Nordic Speed Academy,F-Trainer,Formula Trainer,Formula Trainer #14,National Formula Ford Championship,64,formula_trainer
Nova Aero,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #9 (IMSA 2024),"IMSA WeatherTech SportsCar Championship, British GT Championship, GT World Challenge America",51,mclaren_720s_gt3_evo
Nova Aero,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #10,"IMSA WeatherTech SportsCar Championship, British GT Championship, GT World Challenge America",55,bmw_m4_gt3
Nova Aero,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #301,"IMSA Michelin Pilot Challenge, GT4 America",51,aston_martin_vantage_gt4_evo
Nova Aero,GT4,Aston Martin Vantage GT4 Evo,AMR Vantage GT4 Evo #302,"IMSA Michelin Pilot Challenge, GT4 America",52,aston_martin_vantage_gt4_evo
Nova Aero,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #20,IMSA VP Racing SportsCar Challenge,52,ginetta_g58_gen2
Nova Aero,P1Gen2,Ginetta G58 Gen2,Ginetta G58 Gen2 #21,IMSA VP Racing SportsCar Challenge,53,ginetta_g58_gen2
Nova Aero,P4,MCR S2000,MCR S2000 #11,Radical Cup North America,59,mcr2000
Nova Aero,P4,MCR S2000,MCR S2000 #12,Radical Cup North America,60,mcr2000
Olympus Euro-Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #4,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",54,formula_trainer_d
Olympus Euro-Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #5,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",55,formula_trainer_d
Olympus Euro-Racing,F-Trainer,Formula Trainer,Formula Trainer #4,National Formula Ford Championship,54,formula_trainer
Olympus Euro-Racing,F-Trainer,Formula Trainer,Formula Trainer #5,National Formula Ford Championship,55,formula_trainer
Olympus Euro-Racing,F-Vee_Gen2,Formula Vee Gen2,Jairo Rozenblit #18,"Formula Vee UK, Formula Vee Germany",56,formula_vee_gen2
Olympus Euro-Racing,F-Vee_Gen2,Formula Vee Gen2,Joao Dante #128,"Formula Vee UK, Formula Vee Germany",65,formula_vee_gen2
Olympus Euro-Racing,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #06,Local Kart Rental Series,57,kart_gx390_rental
Olympus Euro-Racing,KartRental,Kart 4-Stroke Rental,Kart 4-Stroke Rental #07,Local Kart Rental Series,58,kart_gx390_rental
Olympus Euro-Racing,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #4,125cc Kart Amateur Series,52,kart_01
Olympus Euro-Racing,Kart125cc,Kart 2-Stroke 125cc Direct,Kart 2-Stroke 125cc Direct #48,125cc Kart Amateur Series,61,kart_01
Olympus Euro-Racing,SuperKart,Superkart 250cc,Superkart 250cc #4,Superkart Summer Series,52,superkart
Orion Automotive,GT3_Gen2,BMW M4 GT3,BMW M4 GT3 #7,"Intercontinental GT Challenge, GT World Challenge America",54,bmw_m4_gt3
Orion Automotive,GT3_Gen2,Mercedes-AMG GT3 Evo,Mercedes-AMG GT3 Evo #80 (IMSA 2024),"Intercontinental GT Challenge, GT World Challenge America",54,mercedes_amg_gt3_evo
Orion Automotive,LMDh,BMW M Hybrid V8,BMW M Hybrid V8 #24 (IMSA 2024),IMSA WeatherTech SportsCar Championship,51,bmw_m_hybrid_v8
Orion Automotive,LMDh,BMW M Hybrid V8,BMW M Hybrid V8 #25 (IMSA 2024),IMSA WeatherTech SportsCar Championship,52,bmw_m_hybrid_v8
Orion Automotive,LMP2,Oreca 07,Oreca 07 #04 (IMSA 2024),IMSA WeatherTech SportsCar Championship,52,oreca_07
Orion Automotive,LMP2,Ligier JS P217,Ligier JS P217 #44,IMSA WeatherTech SportsCar Championship,56,ligier_js_p217
Orion Automotive,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #55,IMSA VP Racing SportsCar Challenge,52,metalmoro_ajr_gen2
Orion Automotive,P1Gen2,MetalMoro AJR Gen2 Chevrolet,MM AJR Chev Gen2 #232,IMSA VP Racing SportsCar Challenge,54,metalmoro_ajr_gen2
Orion Automotive,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #86,Lamborghini Super Trofeo North America,73,lamborghini_huracan_supertrofeo_evo2
Orion Automotive,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #88,Lamborghini Super Trofeo North America,74,lamborghini_huracan_supertrofeo_evo2
Orion Automotive,P4,MCR S2000,MCR S2000 #5,Radical Cup North America,54,mcr2000
Orion Automotive,P4,MCR S2000,MCR S2000 #6,Radical Cup North America,55,mcr2000
Palmetto State Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #02,Ginetta Junior Championship North America,52,ginetta_g40_cup
Palmetto State Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #05,Ginetta Junior Championship North America,53,ginetta_g40_cup
Palmetto State Racing,P4,MCR S2000,MCR S2000 #25,Radical Cup North America,70,mcr2000
Palmetto State Racing,P4,MCR S2000,MCR S2000 #26,Radical Cup North America,71,mcr2000
Pannonian Speed Group,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #8,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",58,formula_trainer_d
Pannonian Speed Group,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #9,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",59,formula_trainer_d
Pannonian Speed Group,F-Trainer,Formula Trainer,Formula Trainer #8,National Formula Ford Championship,58,formula_trainer
Pannonian Speed Group,F-Trainer,Formula Trainer,Formula Trainer #9,National Formula Ford Championship,59,formula_trainer
Olympus Euro-Racing,SuperKart,Superkart 250cc,Superkart 250cc #43,Superkart Summer Series,60,superkart
Pannonian Speed Group,F-Vee_Gen2,Formula Vee Gen2,Joao Ramalho #1,"Formula Vee UK, Formula Vee Germany",52,formula_vee_gen2
Pannonian Speed Group,F-Vee_Gen2,Formula Vee Gen2,Kleber Rocha #00,"Formula Vee UK, Formula Vee Germany",51,formula_vee_gen2
Pendle Hill Motorsport,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #96,Porsche Carrera Cup UK,60,porsche_991_gt3
Pendle Hill Motorsport,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #97,Porsche Carrera Cup UK,61,porsche_991_gt3
Pendle Hill Motorsport,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #22,Mini Challenge,61,mini_cooper
Pendle Hill Motorsport,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #26,Mini Challenge,62,mini_cooper
Pendle Hill Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #27,Ginetta Junior Championship UK,59,ginetta_g40_cup
Pendle Hill Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #28,Ginetta Junior Championship UK,60,ginetta_g40_cup
Pendle Hill Motorsport,GT1_05,Lister Storm GTM,Lister Storm GTM #16,GT Revival Series,52,lister_storm_gtm
Pendle Hill Motorsport,GT1_05,Lister Storm GTM,Lister Storm GTM #14,GT Revival Series,51,lister_storm_gtm
Prema Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #85,NTT IndyCar,81,formula_usa_2023
Prema Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #04,NTT IndyCar,55,formula_usa_2023
Prema Racing,F-Reiza,Formula V8 Gen3,Team Hornsey #7,Formula 2,57,formula_reiza
Prema Racing,F-Reiza,Formula V8 Gen3,Team Hornsey #8,Formula 2,58,formula_reiza
Prema Racing,F-USA_Gen3,Reynard 2Ki Ford-Cosworth,Reynard 2Ki Ford-Cosworth #41,Indy NXT,52,cart_reynard_2ki_ford
Prema Racing,F-USA_Gen3,Reynard 2Ki Ford-Cosworth,Reynard 2Ki Ford-Cosworth #7,Indy NXT,53,cart_reynard_2ki_ford
Prema Racing,F-3,Dallara F301,Furio Racing #17,"USF Pro 2000, Formula 3",53,f301
Prema Racing,F-3,Dallara F301,Furio Racing #26,"USF Pro 2000, Formula 3",54,f301
Prema Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #19,USF2000,63,formula_inter
Prema Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #2,USF2000,54,formula_inter
Prema Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #12,USF Juniors,62,formula_trainer_d
Prema Racing,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #13,USF Juniors,63,formula_trainer_d
Prema Racing,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #98,"Intercontinental GT Challenge, GT World Challenge Europe, GT World Challenge America, GT World Challenge Sprint",57,aston_martin_vantage_gt3_evo
Prema Racing,GT3_Gen2,Aston Martin Vantage GT3 Evo,AMR Vantage GT3 Evo #999,"Intercontinental GT Challenge, GT World Challenge Europe, GT World Challenge America, GT World Challenge Sprint",58,aston_martin_vantage_gt3_evo
Racing Bulls,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,energyX Faenza #60,Formula 1,69,formula_ultimate_2024
Racing Bulls,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,energyX Faenza #98,Formula 1,70,formula_ultimate_2024
Racing Bulls,F-Reiza,Formula V8 Gen3,energyX Faenza #5,Formula 2,55,formula_reiza
Racing Bulls,F-Reiza,Formula V8 Gen3,energyX Faenza #6,Formula 2,56,formula_reiza
Racing Bulls,F-3,Dallara F309,Tibex Motorsport #31,Formula 3,61,f309
Racing Bulls,F-3,Dallara F309,V-Room Racing #25,Formula 3,60,f309
Rahal Letterman Lanigan Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #02,NTT IndyCar,53,formula_usa_2023
Rahal Letterman Lanigan Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #07,NTT IndyCar,58,formula_usa_2023
Rahal Letterman Lanigan Racing,F-USA_2023,Formula USA 2023,F-USA 2023 #92,NTT IndyCar,82,formula_usa_2023
Rahal Letterman Lanigan Racing,F-USA_Gen3,Reynard 2Ki Honda,Reynard 2Ki Honda #27,Indy NXT,55,cart_reynard_2ki_honda
Rahal Letterman Lanigan Racing,F-USA_Gen3,Reynard 2Ki Honda,Reynard 2Ki Honda #3,Indy NXT,52,cart_reynard_2ki_honda
Rahal Letterman Lanigan Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #3a,USF2000,51,formula_inter
Rahal Letterman Lanigan Racing,F-Inter,Formula Inter MG-15,F.Inter MG-15 #3b,USF2000,55,formula_inter
Red Bull Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,energyX Racing #1,Formula 1,51,formula_ultimate_2024
Red Bull Racing,F-Ultimate_Gen2,Formula Ultimate Hybrid Gen3,energyX Racing #6,Formula 1,52,formula_ultimate_2024
Red Bull Racing,F-Reiza,Formula V8 Gen3,energyX Racing #20,Formula 2,69,formula_reiza
Red Bull Racing,F-Reiza,Formula V8 Gen3,energyX Racing #21,Formula 2,70,formula_reiza
Red Bull Racing,F-3,Dallara F309,BR Motorsport #9,Formula 3,56,f309
Red Bull Racing,F-3,Dallara F309,Carbone G.P. #13,Formula 3,57,f309
Reinhardt Rennsport,F-3,Dallara F301,Gordini G.P. #27,Formula 3,55,f301
Reinhardt Rennsport,F-3,Dallara F301,Gordini G.P. #28,Formula 3,56,f301
Reinhardt Rennsport,F-Inter,Formula Inter MG-15,F.Inter MG-15 #20,FRECA,64,formula_inter
Reinhardt Rennsport,F-Inter,Formula Inter MG-15,F.Inter MG-15 #31,FRECA,65,formula_inter
Reinhardt Rennsport,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #14,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",64,formula_trainer_d
Reinhardt Rennsport,F-Trainer_A,Formula Trainer Advanced,Formula Trainer Advance #15,"Formula 4 UK, Formula 4 Northern Europe, Formula 4 Southern Europe",65,formula_trainer_d
Reinhardt Rennsport,F-Trainer,Formula Trainer,Formula Trainer #17,National Formula Ford Championship,67,formula_trainer
Reinhardt Rennsport,F-Trainer,Formula Trainer,Formula Trainer #18,National Formula Ford Championship,68,formula_trainer
Rennsport Global Division,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #55,"Porsche Carrera Supercup, Porsche Carrera Cup UK, Porsche Carrera Cup North America",56,porsche_991_gt3
Rennsport Global Division,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #94,"Porsche Carrera Supercup, Porsche Carrera Cup UK, Porsche Carrera Cup North America",60,porsche_991_gt3_2
Rennsport Global Division,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #100,"IMSA Michelin Pilot Challenge, IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",51,porsche_cayman_gt4cs
Rennsport Global Division,GT4,Porsche Cayman GT4 Clubsport MR,Porsche Cayman GT4 CS MR #101,"IMSA Michelin Pilot Challenge, IMSA VP Racing SportsCar Challenge, British GT Championship, GT4 America",52,porsche_cayman_gt4cs
Rennsport Global Division,LMDh,Porsche 963,Porsche 963 #7 (IMSA 2024),World Endurance Championship,53,porsche_963_gtp
Rennsport Global Division,LMDh,Porsche 963,Porsche 963 #85 (IMSA 2024),World Endurance Championship,54,porsche_963_gtp
Rennsport Global Division,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #77 (IMSA 2024),"World Endurance Championship, Intercontinental GT Challenge, GT World Challenge Europe, Nürburgring Langstrecken-Serie",52,porsche_992_gt3r
